ID;JOUR;DEBUT;FIN;GRADE;DIPLOME;SEMESTRE;TYPE_RESA;INTITULE_EC;BATIMENT;SALLE;COMMENTAIRE
692667;09/12/2016;08:30;11:30;M2;Anglais;1;Examen;STAGE D'OBSERVATION ET DE PRATIQUE ACCOMPAGNEE 1 ;IUB;IUFM_B11;ET dispensés d'assiduité par ordre alphabétique 
694800;10/04/2017;13:30;15:30;L1;LLF;4;Examen;EXPRESSION ECRITE & CERTIFICATION VOLTAIRE - LA;A;AMPHIA1;Examen
691411;07/12/2016;10:00;12:00;PACES0;PACES;1;Examen;ORGANISATION DES APPAREILS ET DES SYSTEMES : BASES PHYSIQUES DES METHODES D'EXPLORATION (MEDECINE);A;AMPHIA1;PACES1-UE3A: Org.des appareils & des syst.
692895;07/12/2016;13:30;15:00;L1;LLCER;3;Examen;DIDACTIQUE DE LA LITTERATURE S3;G;G3-1EQCL;DIDACTIQUE DE LA LITTERATURE S3
704190;08/12/2016;10:30;12:00;M2;PAPC1;3;Examen;LCP;IUA;IUFM_REUN;ET des dispensés d'assiduité
694255;03/12/2016;09:00;11:00;;;;Examen;LV MANDARIN S1;G;G1-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
694255;03/12/2016;09:00;11:00;L1;GESTION;5;Examen;MANDARIN;G;G1-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
694255;03/12/2016;09:00;11:00;;;;Examen;LV MANDARIN S1;G;G2-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
693379;08/12/2016;09:00;10:00;M2;MEEF Primaire;1;Examen;HISTOIRE-GEOGRAPHIE-EDUCATION MORALE & CIVIQUE;IUB;IUFM_B21;Examen
712692;09/12/2016;10:30;12:30;L1;MATHS;1;Examen;Mathématiques pour tous;A;AMPHIA3;Examen MATHS POUR TOUS S1
692596;29/11/2016;16:30;18:00;L1;GESTION;1;Examen;METHODOLOGIE DU TRAVAIL UNIVERSITAIRE  ;F;F2-1EQ;L1EG: ET METHODOLOGIE DU TRAVAIL UNIVERSITAIRE - U
693672;05/12/2016;09:00;10:30;M2;PAPC1;3;Examen;SCIENCES & TECHNOLOGIES;IUA;IUFM_REUN;Examen
714671;07/12/2016;13:30;14:15;M2;PIF;3;Examen;METHODO. DU MEMOIRE (1);IUA;IUFM_REUN;ET des dispensés d'assiduité
714828;24/04/2017;09:00;10:00;L1;LEA;6;Examen;UEPP  METIER PROF DES ECOLES  SAVOIRS MATHEMATIQUES FONDAMENTAUX - EC LIBRE;E;E1-1EQCL;Examen
714828;24/04/2017;09:00;10:00;L1;LEA;2;Examen;UEPP  METIER PROF DES ECOLES  SAVOIRS MATHEMATIQUES FONDAMENTAUX - EC LIBRE;E;E1-1EQCL;Examen
714828;24/04/2017;09:00;10:00;L1;LLCER;6;Examen;UEPP  METIER PROF DES ECOLES  SAVOIRS MATHEMATIQUES FONDAMENTAUX - EC LIBRE;E;E1-1EQCL;Examen
714828;24/04/2017;09:00;10:00;L1;LLCR;6;Examen;UEPP  METIER PROF DES ECOLES  SAVOIRS MATHEMATIQUES FONDAMENTAUX - EC LIBRE;E;E1-1EQCL;Examen
717696;18/04/2017;10:30;12:00;L1;LA;2;Examen;LANGUES ET CULTURES LATINES S2;G;G3-1EQCL;CC2 + ET LANGUES ET CULTURES LATINES S2
692890;06/12/2016;09:00;12:00;L1;LLF;1;Examen;DRAMATURGIE ANTIQUE  S1;E;E1-1EQCL;DRAMATURGIE ANTIQUE S1
693306;08/12/2016;15:00;16:00;M2;Anglais;1;Examen;LVE MANDARIN;IUB;IUFM_B13;CC+ET
694255;03/12/2016;09:00;11:00;L1;GESTION;3;Examen;MANDARIN;G;G1-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
709070;01/12/2016;13:00;15:00;L1;LLCE;1;Examen;CULTURE GENERALE  S1;G;G3-1EQCL;EXAMEN CULTURE GENERALE UNIQUEMENT ETUDIANTS NON A
692050;05/12/2016;16:30;19:30;M2;Droit;1;Examen;L'OUTRE-MER EN DROIT INTERNATIONAL ECONOMIQUE ET EN DROIT EUROPEEN;G;G1-1EQ;M1 DAE: ET ASSIDUS + DISPENSES
706421;05/01/2017;16:00;19:00;M2;Droit des activités économiques;3;Examen;DROIT DES INSTITUTIONS DE LA POLYNESIE FRANCAISE;E;E4-1EQCL;Examen
709070;01/12/2016;13:00;15:00;L1;LA;1;Examen;CULTURE GENERALE  S1;G;G3-1EQCL;EXAMEN CULTURE GENERALE UNIQUEMENT ETUDIANTS NON A
695405;07/12/2016;08:00;10:00;L1;LLF;1;Examen;LV ESPAGNOL S1;G;G3-1EQCL;UNIQUEMENT ETUDIANTS DISPENSES LVE ESPAGNOL S5
692789;06/12/2016;08:00;14:00;M2;MEEF Secondaire;1;Examen;LETTRES. COMPOSITION FRANCAISE;IUB;IUFM_B26;CC +ET
717719;27/04/2017;13:00;15:30;L1;HISTOIRE;2;Examen;LVE ANGLAIS S2;G;G3-1EQCL;UNIQUEMENT DISPENSES LVE ANGLAIS + TIERS TEMPS EN 
694864;08/12/2016;16:30;18:00;L1;SVT;1;Examen;Projet Professionnel et Méthodologie;A;AMPHIA3;Projet pro
690070;31/10/2016;15:00;16:30;L1;LA;5;Examen;LINGUISTIQUE 3 : SEMANTIQUE ET PRAGMATIQUE;B;B1-1;CC2 + ET
693821;06/12/2016;10:00;12:00;L1;SVT;5;Examen;Physiologie des grandes fonctions;G;G2-2EQ;ASSIDUS ET NON ASSIDUS
693744;08/12/2016;08:00;09:30;M2;PIF;3;Examen;PEDAGOGIE DES ADULTES (1);IUB;IUFM_B13;ET des dispensés d'assiduité
714138;05/12/2016;08:00;12:00;M2;Tahitien-Lettres;1;Examen;LANGUES POLYNESIENNES. EXPRESSION ECRITE;IUA;TP1;CC2+ET
692815;05/12/2016;15:00;17:00;L1;SVT;1;Examen;Introduction aux TP;C;C2-2;uniquement dispensés
691588;01/12/2016;13:30;15:00;L1;DROIT;1;Examen;INTRODUCTION GENERALE AU DROIT;A;AMPHIA1;L1 DROIT: CONTROLE CONTINU ASSIDUS ET DISPENSES
692574;08/12/2016;13:30;15:30;L1;MATHS;1;Examen;Préparation au Certificat Informatique Internet (C2i);B;B2-4-TP;UNIQUEMENT DISPENSES C2i
694789;06/12/2016;15:00;16:00;M2;MEEF Primaire;1;Examen;EDUCATION MUSICALE ;IUA;IUFM_REUN;CC +ET
717708;27/04/2017;13:00;15:00;L1;HISTOIRE;2;Examen;LVE ESPAGNOL S2;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S2
694255;03/12/2016;09:00;11:00;L1;LLCER;1;Examen;LV MANDARIN S1;G;G2-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
692998;06/12/2016;13:30;16:30;L1;DROIT;3;Examen;DROIT ADMINISTRATIF 1;A;AMPHIA3;L2 DROIT: ET ASSIDUS + DISPENSES - Durée de l'épre
693913;06/12/2016;13:30;15:00;M2;PAPC2;3;Examen;HISTOIRE GEOGRAPHIE;IUB;IUFM_B04;CC +ET Assidus et dispensés d'assiduité
693949;06/12/2016;16:00;19:00;M2;Droit des activités économiques;3;Examen;SEMINAIRE;G;G3-2EQCL;M2 DAE: ET ASSIDUS + DISPENSES - Tiers-temps - Du
696171;01/12/2016;08:00;10:00;L1;GESTION;1;Examen;INTRODUCTION HISTORIQUE AU DROIT, A L'ECONOMIE ET A LA GESTION;A;AMPHIA1;L1EG: CONTROLE CONTINU ASSIDUS ET DISPENSES (1H) -
717724;26/04/2017;13:00;15:00;L1;LLCER;4;Examen;LV ESPAGNOL S4;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S4
717724;26/04/2017;13:00;15:00;L1;LLCE;4;Examen;LV ESPAGNOL S4;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S4
693672;05/12/2016;09:00;10:30;M2;MEEF Primaire;1;Examen;SCIENCES ET TECHNOLOGIES;IUA;IUFM_REUN;Examen
696570;07/12/2016;08:00;10:00;L1;LEA;1;Examen;LV ANGLAIS 1;G;G2-1EQ;UNIQUEMENT ETUDIANTS DISPENSES LVE ANGLAIS
717797;26/04/2017;09:00;10:30;L1;DROIT;6;Examen;DROIT JURIDICTIONNEL PUBLIC;A;AMPHIA2;ET - 
695498;05/12/2016;13:00;15:00;L1;LLCER;3;Examen;PREHISTOIRE OCEANIENNE;G;G2-1EQ;Assidus et non assidus
695498;05/12/2016;13:00;15:00;L1;LLCR;3;Examen;PREHISTOIRE OCEANIENNE;G;G2-1EQ;Assidus et non assidus
692888;29/11/2016;13:30;16:30;L1;LLF;1;Examen;ATELIER THEATRE S1;IUB;IUFM_B05;ATELIER DE THEATRE S1
694804;10/04/2017;14:30;16:30;L1;SVT;4;Examen;EXPRESSION ECRITE & CERTIFICATION VOLTAIRE - SVT;A;AMPHIA3;Examen
693286;07/12/2016;09:15;10:15;;;;Examen;LVE ANGLAIS;IUA;IUFM_REUN;CC +ET	
692683;07/12/2016;09:00;11:00;M2;Tahitien-Lettres;1;Examen;EPISTEMOLOGIE ET HISTOIRE DE LA DISCIPLINE (1) (TAHITIEN);IUB;IUFM_B01;CC+ET
716259;20/04/2017;12:00;13:30;L1;GESTION;6;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
716259;20/04/2017;12:00;13:30;L1;LLCR;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
690704;24/11/2016;13:30;16:30;L1;INFO;3;Examen;Algèbre linéaire 2;F;F1-1EQ;Examen
715782;30/03/2017;13:00;15:00;L1;GESTION;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;MATHS;2;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
692795;08/12/2016;09:00;10:30;L1;PC;5;Examen;Statistiques pour les Sciences Physiques;G;G3-3EQ;Examen
716261;20/04/2017;14:00;16:30;L1;LLCE;2;Examen;UECG THEATRE - EC LIBRE;A;AMPHIA3;Examen
716261;20/04/2017;14:00;16:30;L1;GESTION;2;Examen;UECG THEATRE - EC LIBRE;A;AMPHIA3;Examen
716261;20/04/2017;14:00;16:30;L1;HISTOIRE;6;Examen;UECG THEATRE - EC LIBRE;A;AMPHIA3;Examen
716261;20/04/2017;14:00;16:30;L1;EO;2;Examen;UECG THEATRE - EC LIBRE;A;AMPHIA3;Examen
716261;20/04/2017;14:00;16:30;L1;PC;2;Examen;UECG THEATRE - EC LIBRE;A;AMPHIA3;Examen
716261;20/04/2017;14:00;16:30;L1;INFO;2;Examen;UECG THEATRE - EC LIBRE;A;AMPHIA3;Examen
716261;20/04/2017;14:00;16:30;L1;LLCR;6;Examen;UECG THEATRE - EC LIBRE;A;AMPHIA3;Examen
694827;15/11/2016;07:30;09:30;M2;EIO;3;Examen;Substances naturelles marines;B;B1-1;Examen
691793;30/11/2016;11:00;12:30;L1;GESTION;1;Examen;INTRODUCTION GENERALE AU DROIT;A;AMPHIA1;L1EG: CONTROLE CONTINU ASSIDUS ET DISPENSES - Duré
693822;09/12/2016;10:00;12:00;L1;SVT;5;Examen;Métabolisme;E;E2-1EQCL;ASSIDUS ET NON ASSIDUS
692063;09/12/2016;16:30;19:30;M2;Droit;1;Examen;DROIT PENAL DES AFFAIRES;G;G3-1EQCL;M1 DAE: ET ASSUDS + DISPENSES
694259;02/12/2016;09:00;12:00;L1;LLCER;5;Examen;LITTERATURE BRITANNIQUE 2 S5;E;E4-1EQCL;CC2 + ET
690608;30/11/2016;13:00;15:00;L1;HISTOIRE;1;Examen;Langue française et expression écrite;G;G3-1EQCL;LANGUE FRANçAISE UNIQUEMENT NON ASSIDUS
692684;07/12/2016;13:00;14:30;M2;Tahitien-Lettres;1;Examen;STAGE D'OBSERVATION ET DE PRATIQUE ACCOMPAGNEE (1);IUB;IUFM_B13;ET dispensés d'assiduitéSalle de préparation B 1
692684;07/12/2016;13:00;14:30;DU0;TRONC COMMUN MEEF2;1;Examen;STAGE D'OBSERVATION ET DE PRATIQUE ACCOMPAGNEE (1);IUB;IUFM_B11;ET dispensés d'assiduitéSalle de préparation B 1
692684;07/12/2016;13:00;14:30;M2;MEEF Secondaire;1;Examen;STAGE D'OBSERVATION ET DE PRATIQUE ACCOMPAGNEE (1);IUB;IUFM_B11;ET dispensés d'assiduitéSalle de préparation B 1
693912;06/12/2016;09:00;12:00;M2;MEEF Secondaire;3;Examen;CDPC2 (1)-HISTOIRE GEOGRAPHIE;IUB;IUFM_B04;ET des dispensés d'assiduité
693629;05/12/2016;08:00;09:00;M2;PAPC1;3;Examen;CDPC1 (1)-EPS;IUB;IUFM_B21;CC +ET
692893;01/12/2016;09:00;12:00;L1;LA;3;Examen;POETIQUE APPLIQUEE AUX MEDIAS S3;B;B1-4EQ;POETIQUE APPLIQUEE MEDIAS S3
692999;22/11/2016;10:00;12:00;L1;DROIT;5;Examen;DROIT INTERNATIONAL PRIVE;A;AMPHIA2;L3 DROIT: Examen Anticipé ASSIDUS + DISPENSES - 
695405;07/12/2016;08:00;10:00;L1;HISTOIRE;1;Examen;LVE ESPAGNOL S1;G;G3-1EQCL;UNIQUEMENT ETUDIANTS DISPENSES LVE ESPAGNOL S5
691910;07/12/2016;13:30;15:00;L1;MATHS;3;Examen;Algorithmique et Programmation Niveau 2;B;B2-4-TP;Examen
692902;06/12/2016;13:30;16:30;L1;LA;5;Examen;LITTERATURE FRANCAISE DU 19ème siècle/ARTS PLASTIQUES S5;A;A3-1EQ;LITTE FRAN 19ES/ARTS PLASTIQUES S5
692706;06/12/2016;07:30;10:30;L1;DROIT;1;Examen;DROIT CIVIL (les personnes);A;AMPHIA1;CONTROLE CONTINU ASSIDUS ET DISPENSES
693379;08/12/2016;09:00;10:00;M2;MEEF Primaire;1;Examen;HISTOIRE-GEOGRAPHIE-EDUCATION MORALE & CIVIQUE;IUB;IUFM_B26;Examen
695524;02/12/2016;08:30;10:30;L1;LLCER;1;Examen;LANGUES ET CULTURES POLYNESIENNES;G;G3-1EQCL;UNIQUEMENT DISPENSES
693282;05/12/2016;11:00;12:00;M2;PAPC1;3;Examen;HG EDUC. MORAL & CIVIQUE;IUA;IUFM_REUN;Examen CC +ET
714828;24/04/2017;09:00;10:00;L1;GEOGRAPHIE ET AMENAGEMENT;2;Examen;UEPP  METIER PROF DES ECOLES  SAVOIRS MATHEMATIQUES FONDAMENTAUX - EC LIBRE;E;E1-1EQCL;Examen
714828;24/04/2017;09:00;10:00;L1;LLCER;2;Examen;UEPP  METIER PROF DES ECOLES  SAVOIRS MATHEMATIQUES FONDAMENTAUX - EC LIBRE;E;E1-1EQCL;Examen
714828;24/04/2017;09:00;10:00;L1;EO;6;Examen;UEPP  METIER PROF DES ECOLES  SAVOIRS MATHEMATIQUES FONDAMENTAUX - EC LIBRE;E;E1-1EQCL;Examen
696570;07/12/2016;08:00;10:00;L1;LLF;1;Examen;LV ANGLAIS S1;G;G2-1EQ;UNIQUEMENT ETUDIANTS DISPENSES LVE ANGLAIS
709070;01/12/2016;13:00;15:00;L1;LEA;1;Examen;CULTURE GENERALE ;G;G3-1EQCL;EXAMEN CULTURE GENERALE UNIQUEMENT ETUDIANTS NON A
717598;28/04/2017;09:00;12:00;L1;DROIT;2;Examen;DROIT CIVIL(la famille);A;AMPHIA1;CC + ET -
692050;05/12/2016;16:30;19:30;M2;Droit des activités économiques;1;Examen;L'OUTRE-MER EN DROIT INTERNATIONAL ECONOMIQUE ET EN DROIT EUROPEEN;G;G1-1EQ;M1 DAE: ET ASSIDUS + DISPENSES
694864;08/12/2016;16:30;18:00;L1;PC;1;Examen;Projet Professionnel et Méthodologie;A;AMPHIA3;Projet pro
692955;01/12/2016;13:30;15:00;L1;GESTION;1;Examen;ESPAGNOL 1;B;B1-1;L1EG: Uniquement les dispensés
714671;07/12/2016;13:30;14:15;M2;PAPC1;3;Examen;METHODO. DU MEMOIRE (1);IUA;IUFM_REUN;ET des dispensés d'assiduité
712692;09/12/2016;10:30;12:30;L1;PC;1;Examen;Mathématiques pour tous;A;AMPHIA3;Examen MATHS POUR TOUS S1
717724;26/04/2017;13:00;15:00;L1;HISTOIRE;4;Examen;LVE ESPAGNOL S4;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S4
695522;06/12/2016;15:00;17:00;L1;LLCE;1;Examen;METHODOLOGIE DU TRAVAIL UNIVERSITAIRE ET PROJET PROFESSIONNEL S1;G;G2-1EQ;UNIQUEMENT DISPENSES EXAMEN MTU S1
693101;04/01/2017;13:30;15:00;L1;DROIT;3;Examen;METHODOLOGIE DES SCIENCES SOCIALES;A;AMPHIA2;L2 DROIT: ET ASSIDUS + DISPENSES - Tiers-temps - 
717580;19/04/2017;09:00;10:30;L1;DROIT;6;Examen;DROIT FISCAL;A;AMPHIA2;Examen Anticipé - 
691975;04/01/2017;16:30;19:30;M2;Droit;1;Examen;POLITIQUES PUBLIQUES;E;E4-1EQCL;M1 DAE: ET ASSIDUS + DISPENSES
692574;08/12/2016;13:30;15:30;L1;PC;1;Examen;Préparation au Certificat Informatique Internet (C2i);B;B2-4-TP;UNIQUEMENT DISPENSES C2i
693233;06/12/2016;09:00;10:30;L1;MATHS;3;Examen;Bases de données : Initiation;G;G2-1EQ;BD DE DONNEES: Initiation S3
691414;09/12/2016;09:00;11:15;PACES0;PACES;1;Examen;SANTE, SOCIETE, HUMANITE  (Médecine);A;AMPHIA1;PACES1-UE7: Santé, Société, humanité
694255;03/12/2016;09:00;11:00;L1;HISTOIRE;1;Examen;LVE Mandarin S1;G;G2-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
711711;07/12/2016;14:30;16:00;M2;PIF;3;Examen;PRINC. FONDAM. DU SYST. EDUC.;IUB;IUFM_B11;ET des dispensés d'assiduité
694798;10/04/2017;08:00;10:00;L1;DROIT;4;Examen;EXPRESSION ECRITE & CERTIFICATION VOLTAIRE - DROIT;A;AMPHIA2;Examen
695405;07/12/2016;08:00;10:00;L1;LLCER;5;Examen;LVE ESPAGNOL S5;G;G3-1EQCL;UNIQUEMENT ETUDIANTS DISPENSES LVE ESPAGNOL S5
692574;08/12/2016;13:30;15:30;L1;INFO;1;Examen;Préparation au Certificat Informatique Internet (C2i);B;B2-4-TP;UNIQUEMENT DISPENSES C2i
693664;02/12/2016;09:00;10:30;L1;SVT;3;Examen;Ecologie Générale;G;G3-3EQ;Examen ecologie UNIQUEMENT DISPENSES
694255;03/12/2016;09:00;11:00;L1;LLCE;1;Examen;LV MANDARIN S1;G;G2-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
692897;09/12/2016;08:00;10:00;L1;LA;3;Examen;GRAMMAIRE S3;F;F1-1EQ;GRAMMAIRE S3 CC3 + ET
714924;07/12/2016;16:15;17:45;M2;PAPC1;3;Examen;ASP. PEDAGO. ET PSYCHO. DES APP. SCOL.;IUB;IUFM_B11;ET des dispensés d'assiduité
695509;07/12/2016;08:00;10:00;L1;LLCER;5;Examen;LVE ANGLAIS S5;B;B1-1;Non assidus uniquement
695513;01/12/2016;16:00;18:00;L1;LLCER;5;Examen;VERSION 5;B;B1-1;Non assidus uniquement
695513;01/12/2016;16:00;18:00;L1;LLCR;5;Examen;VERSION 5;B;B1-1;Non assidus uniquement
717722;26/04/2017;13:00;15:00;L1;GEOGRAPHIE ET AMENAGEMENT;4;Examen;LVE ANGLAIS S4;G;G3-1EQCL;uniquement dispenses LVE Anglais S4
710458;09/12/2016;13:30;15:00;M2;Anglais;1;Examen;ENSEIGNER, APPRENDRE : QUEL CADRE, QUELS ENJEUX;IUA;IUFM_REUN;CC des assidus en Reo uniquement + ET dispensés d'
694832;09/12/2016;17:00;18:00;M2;Anglais;1;Examen;LVE ESPAGNOL;IUB;IUFM_B04;CC+ET + DU Tronc CommunNEUFFER H.
694048;08/12/2016;07:30;09:00;L1;SVT;1;Examen;Echelles du vivant;A;AMPHIA3;ECHELLES DU VIVANT S1 CC + ET
694800;10/04/2017;13:30;15:30;L1;LLCER;4;Examen;EXPRESSION ECRITE & CERTIFICATION VOLTAIRE - LP;A;AMPHIA1;Examen
692071;08/12/2016;16:30;19:30;;;;Examen;DROIT DES CONTRATS PUBLICS;G;G1-1EQ;M1 DAE: ET ASSIDUS + DISPENSES
689755;28/11/2016;13:30;15:00;L1;DROIT;3;Examen;DROIT PENAL GENERAL;E;E4-1EQCL;L1 LEA 1H UNIQUEMENT DISPENSESL2 DROIT 1H30 UNIQ
693286;07/12/2016;09:15;10:15;M2;MEEF Primaire;1;Examen;LVE ANGLAIS;IUA;IUFM_REUN;CC +ET	
694255;03/12/2016;09:00;11:00;L1;GESTION;1;Examen;MANDARIN;G;G1-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
694255;03/12/2016;09:00;11:00;M2;Droit des activités économiques;3;Examen;MANDARIN;G;G1-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
694255;03/12/2016;09:00;11:00;L1;LEA;1;Examen;LV Mandarin 1;G;G2-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
716259;20/04/2017;12:00;13:30;L1;LLCER;2;Examen;UECG CHORALE CLASSIQUE - EC LIBRE;A;AMPHIA3;Examen
692794;07/12/2016;07:30;09:00;L1;PC;5;Examen;Chimie Organique 4;E;E3-2EQ;Examen
717697;27/04/2017;13:30;15:00;L1;DROIT;4;Examen;PROCEDURE PENALE;A;AMPHIA3;ET - Tiers-temps - Durée de l'épreuve 2h (13h30-
715782;30/03/2017;13:00;15:00;L1;LLCE;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
715782;30/03/2017;13:00;15:00;L1;DROIT;6;Examen;DANSE POLYNESIENNE -  EC LIBRE;A;AMPHIA3;Examen
692903;08/12/2016;09:00;10:30;L1;LA;5;Examen;LANGUE ET CULTURE LATINES S5;A;A3-1EQ;LANG ET CULT LAT S5
692898;09/12/2016;13:00;17:00;L1;LA;3;Examen;LITTERATURE COMPAREE S3;A;A3-1EQ;LITT COMPAREE S3
716261;20/04/2017;14:00;16:30;L1;GESTION;6;Examen;UECG THEATRE - EC LIBRE;A;AMPHIA3;Examen
716261;20/04/2017;14:00;16:30;L1;DROIT;6;Examen;UECG THEATRE - EC LIBRE;A;AMPHIA3;Examen
716261;20/04/2017;14:00;16:30;L1;INFO;6;Examen;UECG THEATRE - EC LIBRE;A;AMPHIA3;Examen
716261;20/04/2017;14:00;16:30;L1;LLCR;2;Examen;UECG THEATRE - EC LIBRE;A;AMPHIA3;Examen
706419;04/01/2017;16:00;19:00;M2;Droit des activités économiques;3;Examen;ANGLAIS;B;B1-1;Examen
694864;08/12/2016;16:30;18:00;L1;INFO;1;Examen;Projet professionnel et Méthodologie;A;AMPHIA3;Projet pro
696288;30/11/2016;16:30;18:30;L1;GESTION;3;Examen;MARKETING;A;AMPHIA3;L2 EG/L2 LEA-MARKETING-CONTROLE CONTINU ASSIDUS ET
690608;30/11/2016;13:00;15:00;L1;LLF;1;Examen;LANGUE FRANCAISE  S1;G;G3-1EQCL;LANGUE FRANçAISE UNIQUEMENT NON ASSIDUS
690608;30/11/2016;13:00;15:00;L1;LLCER;1;Examen;LANGUE FRANCAISE ;G;G3-1EQCL;LANGUE FRANçAISE UNIQUEMENT NON ASSIDUS
690608;30/11/2016;13:00;15:00;L1;LLCR;1;Examen;LANGUE FRANCAISE ;G;G3-1EQCL;LANGUE FRANçAISE UNIQUEMENT NON ASSIDUS
693912;06/12/2016;09:00;12:00;M2;PAPC2;3;Examen;CDPC2 (1)-HISTOIRE GEOGRAPHIE;IUB;IUFM_B04;ET des dispensés d'assiduité
717724;26/04/2017;13:00;15:00;L1;LLCER;4;Examen;LVE ESPAGNOL S4;G;G1-1EQ;UNIQUEMENT DISPENSES LVE ESPAGNOL S4
717695;18/04/2017;13:30;16:30;L1;LA;2;Examen;ATELIER D'ECRITURE  S2;E;E2-1EQCL;UNIQUEMENT DISPENSES ATELIER D'ECRITURE S2
714139;05/12/2016;12:00;13:00;M2;MEEF Secondaire;1;Examen;LANGUES POLYNESIENNES.TRADUCTION;IUA;TP1;CC+ET
693866;08/12/2016;10:00;13:00;M2;PIF;3;Examen;ENVIRO. NUM. DE TRAVAIL ET POST. PROF. AVEC LE NUM. (1);IUA;IUFM_TICE;ET des dispensés d'assiduité
693629;05/12/2016;08:00;09:00;M2;MEEF Primaire;3;Examen;CDPC1 (1)-EPS;IUB;IUFM_B26;CC +ET
692667;09/12/2016;08:30;11:30;M2;MEEF Secondaire;1;Examen;STAGE D'OBSERVATION ET DE PRATIQUE ACCOMPAGNEE 1 ;IUB;IUFM_B11;ET dispensés d'assiduité par ordre alphabétique 
692895;07/12/2016;13:30;15:00;L1;LLCE;3;Examen;DIDACTIQUE DE LA LITTERATURE S3;G;G3-1EQCL;DIDACTIQUE DE LA LITTERATURE S3
693823;07/12/2016;10:30;11:30;L1;SVT;5;Examen;Biochimie;G;G2-2EQ;ASSIDUS ET NON ASSIDUS
694255;03/12/2016;09:00;11:00;L1;GEOGRAPHIE ET AMENAGEMENT;1;Examen;LVE Mandarin S1;G;G1-1EQ;UNIQUEMENT DISPENSES G1-1 + G2-1 + G3-1
691948;02/12/2016;16:30;19:30;M2;Droit des activités économiques;1;Examen;HISTOIRE DU DROIT ECONOMIQUE  OUTRE MER;G;G2-1EQ;M1 DAE:EXAMEN ANTICIPE - ASSIDUS + DISPENSES
691948;02/12/2016;16:30;19:30;M2;Droit;1;Examen;HISTOIRE DU DROIT ECONOMIQUE  OUTRE MER;G;G2-1EQ;M1 DAE:EXAMEN ANTICIPE - ASSIDUS + DISPENSES
693282;05/12/2016;11:00;12:00;M2;MEEF Primaire;3;Examen;HG EDUC. MORAL & CIVIQUE;IUA;IUFM_REUN;Examen CC +ET
696570;07/12/2016;08:00;10:00;L1;LLCER;1;Examen;LVE ANGLAIS S1;G;G2-1EQ;UNIQUEMENT ETUDIANTS DISPENSES LVE ANGLAIS
714828;24/04/2017;09:00;10:00;L1;LLF;2;Examen;UEPP  METIER PROF DES ECOLES  SAVOIRS MATHEMATIQUES FONDAMENTAUX - EC LIBRE;E;E1-1EQCL;Examen
714828;24/04/2017;09:00;10:00;;;;Examen;UEPP  METIER PROF DES ECOLES  SAVOIRS MATHEMATIQUES FONDAMENTAUX - EC LIBRE;E;E1-1EQCL;Examen
714828;24/04/2017;09:00;10:00;L1;EO;2;Examen;UEPP  METIER PROF DES ECOLES  SAVOIRS MATHEMATIQUES FONDAMENTAUX - EC LIBRE;E;E1-1EQCL;Examen
714828;24/04/2017;09:00;10:00;L1;LLCR;2;Examen;UEPP  METIER PROF DES ECOLES  SAVOIRS MATHEMATIQUES FONDAMENTAUX - EC LIBRE;E;E1-1EQCL;Examen
695521;06/12/2016;13:00;16:00;L1;LLCR;5;Examen;GENRES LITTERAIRES;E;E3-2EQ;Non assidus uniquement
696570;07/12/2016;08:00;10:00;;;;Examen;LV ANGLAIS S1;G;G2-1EQ;UNIQUEMENT ETUDIANTS DISPENSES LVE ANGLAIS
717719;27/04/2017;13:00;15:30;L1;GEOGRAPHIE ET AMENAGEMENT;2;Examen;LVE ANGLAIS S2;G;G3-1EQCL;UNIQUEMENT DISPENSES LVE ANGLAIS + TIERS TEMPS EN 
695405;07/12/2016;08:00;10:00;L1;LEA;1;Examen;LV ESPAGNOL 1;G;G3-1EQCL;UNIQUEMENT ETUDIANTS DISPENSES LVE ESPAGNOL S5
692815;05/12/2016;15:00;17:00;L1;MATHS;1;Examen;Introduction aux TP;C;C2-2;uniquement dispensés
